"sbd","van","ngoaingu","toan","chuyen"
92594,6.5,9.25,5.75,4
92595,8.5,9.25,8.5,3
92596,6.75,9.75,6.25,3.75
92597,7.25,9.25,7.5,4.25
92598,7,7.75,7,1.75
92599,8,10,4.75,4.75
92600,8,10,8.25,2.25
92601,7,8.5,3.5,3
92602,6.75,8.25,7,1.75
92603,6.75,8.5,7,2.75
92604,8,9,8.5,4.75
92605,5.75,7.5,6.25,2
92606,7.75,9.75,8,5.75
92607,6.5,10,8,5.5
92608,8,9,7.25,2
92609,8,9.5,7,1.5
92610,8,8.5,7.25,2.25
92611,8,10,8.25,5
92612,7,9.25,6.75,2.25
92613,7.5,9.5,7.75,4
92614,7.25,9.5,6.5,5.25
92615,7.75,7.75,5,3.25
92616,7.75,7.5,5.5,1.25
92617,8.25,8,7,1.75
92618,7.75,9.75,7,4.75
92619,8,10,7,4.25
92620,7.75,9.5,7.5,5.5
92621,8.75,9.75,7.25,4.25
92622,8.5,9.75,6.25,2.75
92623,8,9.5,7.25,7
92624,7.5,7.75,5.5,1.75
92625,8.5,9.5,8,6
92626,8.25,9.25,7,2.75
92627,8.5,9.75,7.5,4.75
92628,8.25,9.5,5.5,2.5
92629,7.25,9.5,7,2.75
92630,8.25,9,7.75,3.5
92631,7.75,9.25,5.75,3.75
92632,8.75,9.25,7.75,4
92633,8.75,9,8.5,1.75
92635,8.75,9.75,8.75,4.5
92636,8.5,10,7.5,3
92637,7.5,9.25,5.25,4
92638,8,9.25,8.75,3.25
92639,5.25,9.75,8,6.5
92640,8,9,7.75,3.75
92641,8,8.75,7,3.75
92642,7.25,9.5,7.25,4.5
92643,6.25,9.5,6,4.75
92644,7.75,9.75,8.5,3.75
92645,7,10,7.5,5.5
92648,8,9.75,7.5,6.75
92649,8,9.5,7,5.5
92650,7.75,8.75,8,3.75
92651,7,8.75,6.5,1.75
92652,7,9.25,6.75,4.75
92653,7.5,9.75,6.5,4
92654,8.25,8.25,6.5,3
92655,7.75,9.75,5.75,3
92656,7.75,8,8,2.5
92657,7.25,10,6.5,7
92658,8.25,9.75,6.75,4.75
92659,6.5,8.5,5,3
92660,7.75,10,8,6.5
92661,7.5,8.75,7.75,2.75
92662,7,10,5.75,7.5
92663,6,8.75,6,3.5
92664,8.25,9.75,8,5.5
92665,7.75,8.75,7.75,2.75
92666,7.5,9,8.25,4
92667,6.75,9.75,7.25,4.75
92668,7.5,9.75,6.75,1.75
92669,6.25,10,5,4.25
92670,8,9.25,6.5,2.5
92671,6.75,9.5,6,3.75
92672,7.5,9,7.25,3.5
92673,7.25,9,7,3.5
92674,7.5,8.5,7.25,1
92675,7.75,9.75,7.5,5
92676,7.5,9.25,7,2
92677,7.5,9.5,7.75,7.25
92678,7.5,9.5,7.25,4.25
92679,8,9.75,5.25,5.25
92680,7.25,9.25,7.75,2
92681,7.5,9,7,3.5
92682,7.75,9.25,5.25,2.75
92683,7,9.75,7.75,3.75
92684,8,9.25,8,3
92685,7.5,9.25,7.25,2.25
92686,7.75,10,8,7.25
92687,7,7.5,3.75,1.75
92688,7.75,10,7.25,7
92689,7,8.5,7.5,1.5
92690,8.75,9.25,8.25,3.5
92691,8,8.75,8,2.5
92692,7,10,7.5,3.25
92693,7.5,9.25,6,2.5
92694,8,10,8,4
92695,8,8.75,7.25,2.5
92696,8,9.75,8.75,3.75
92697,8.5,9,8.5,3
92698,8,9.5,8.5,4.25
92699,6.75,9,5.25,5.5
92700,7.75,10,7.5,4.25
92701,7,7.75,8,2
92702,7.25,9,6.25,2.5
92703,7.25,8.75,7.75,2.5
92704,7,9,8,2.75
92705,7.5,9.25,7.25,3.75
92706,6.75,10,7.25,3.25
92708,7.5,8.5,6.5,2.25
92709,7.5,9.75,6.5,2.5
92710,8,8,6.5,1.75
92711,8.25,9.25,6.5,5.25
92712,8.25,9.5,8,4
92713,8.75,9.5,8.25,4.5
92714,8,10,8.25,4.25
92715,7.25,10,8.25,4.25
92716,7.75,9.75,6.75,3
92717,8.75,8.75,7.25,2
92718,8.25,9.5,5,3.5
92719,7.75,10,7.25,3.75
92720,8.25,7.25,7.5,2
92721,8,8.5,7,2.25
92722,7.75,9.75,8,3
92723,7.5,9.75,7,4.5
92724,8.5,8.75,8,3.75
92725,8.25,9.25,6.5,4
92726,7,7.5,6.25,1.25
92727,7.25,9,7,4.75
92728,7.75,8.75,7,2.25
92729,8.25,10,6,3
92730,8.25,9.5,6.5,3.5
92731,7.25,7.5,7.25,2.25
92732,6.75,9,7,4
92733,7.25,10,7.25,4.75
92734,6.75,7.5,5.5,2
92735,7.5,8,6.25,3
92736,7.25,9.25,7,3.75
92737,8.25,9.25,5.75,4.5
92738,7.5,8.75,7.75,3.25
92739,8,8.5,7.75,1
92740,8,10,8,6
92741,7.25,7.25,6.5,1.5
92742,7.5,9.5,7.5,4.75
92743,6.25,9.25,6.75,3.25
92744,7.5,8.25,4.75,2
92745,7.75,9.5,6.75,4.5
92746,7.25,9.25,5.25,3
92747,7.75,8.75,5.75,2.5
92748,7.5,9.25,4.25,3.25
92749,6.5,7.75,4.75,3
92750,7.25,9.75,7.5,2.75
92751,6.75,9.75,6,4.75
92752,7.75,9.25,8.25,4.25
92753,8.25,9,8,3
92754,8,9.75,8.75,3.5
92755,8,9.75,7.75,3.75
92756,7.75,9,6.5,3
92757,7.5,9.25,7.25,2.75
92758,7.5,8.5,8,3
92759,7.25,9.75,7,2.75
92760,7.75,9.25,7.25,4.5
92761,7.75,9.25,7.25,4
92762,8,9.25,7.75,3.75
92763,7.5,10,6.5,2.75
92764,7.75,9.5,5.5,3.5
92765,7.75,10,7.25,5
92766,7,10,7,5.25
92767,7.75,9.25,8,3
92768,7.75,10,6.75,7.25
92769,8.5,9,8.75,3.5
92770,6,7.75,5,1.75
92771,8.25,10,7.5,3.5
92772,7.5,9.5,8,3.25
92773,7.5,9.75,8,7
92774,8.5,9.5,6,2.75
92775,8.5,9.75,7.75,5.5
92776,7.25,8.5,5,2.5
92777,7.5,9.75,6.5,5.75
92778,7.75,9.75,8.75,6.25
92779,6.25,8.75,8,4.25
92780,7.5,8.75,5.5,3.5
92781,6.5,9,5.25,2.25
92782,7.5,10,7.25,6
92783,7.75,9,7.5,3
92784,7,9.75,5,4.75
92785,8,10,7,3
92786,7.5,9.25,8,2.75
92787,8,8.25,5.25,2.25
92788,7.75,9.25,7.75,2.5
92789,8,9,7.5,4
92790,7.5,9.5,6.75,2.75
92791,7.5,9,7.25,3.25
92792,7,9,7.5,3.5
92793,7.75,7.75,6.75,2.25
92794,7.25,9.5,7.25,3
92795,7.5,9.5,7,4.5
92796,7.5,9.75,7.5,4
92797,6,6.5,3.25,1
92798,7.5,8.75,7.25,3.5
92799,7.75,10,8,5.25
92800,7.5,9.75,8,2.75
92801,7.25,10,7.25,5.25
92802,7.25,9.25,7.25,2.5
92803,7.5,9.5,6.75,2.5
92804,8,10,7.25,6
92805,8,9,6.25,4.5
92806,7.5,9.5,6,3.5
92807,8,10,7.25,3.75
92808,7.25,8.5,7,2.75
92809,7.75,9.75,5,5
92810,7.25,10,6,7.5
92811,8,9.75,6.75,4
92812,7.75,8.75,7.5,2.75
92813,7.75,9.75,7.5,8
92814,7.75,10,7.5,3.5
92815,6.75,9.75,6.75,6.25
92816,6.5,9,4.25,3
92817,7.5,9.5,7,1.5
92818,7.5,9.5,7.5,3.25
92819,7.25,9.75,6,3.25
92820,7.75,9.75,7.75,6.5
92821,7.5,8.5,6,2.5
92822,7,8,4.5,2.25
92823,8.5,9.5,6.5,2.25
92824,7.75,9,7.75,2.5
92825,8,8.5,5.75,3.5
92826,7,9.25,8.75,3.5
92827,6.25,9,6.75,2.5
92828,7,10,7.25,3.5
92829,7.25,9.25,7,4
92830,7.75,9.5,4.25,4.25
92831,7.5,7.75,8.5,1.25
92832,8,8.75,7.75,3.25
92833,8,9.75,7.75,4.25
92834,8,9,8,2.5
92835,7.25,9.5,6.5,3.5
92836,8.25,8.5,6,2.25
92837,7.25,6.75,7,1.5
92838,7.75,9.75,6.5,6
92839,8,10,7.25,4.75
92840,8,7.75,6.75,1.75
92841,7.5,10,8.25,2.25
92842,7.25,7.25,8,1.75
92843,7.25,9.5,6.5,3.25
92844,7.5,9.5,6,3
92845,7,8.25,5.75,1.75
92846,7.75,9,5.75,2.25
92847,7.75,9,7.25,2.25
92848,8,9.25,7,3.25
92849,8.25,10,7.25,5.75
92850,8.5,10,7,3
92851,8.25,9.75,6.5,4.5
92852,7.25,9,4,2.25
92853,8.25,10,8.75,5.25
92854,7.75,9,6.25,1.75
92855,7.75,10,7.75,6.25
92856,7,8.5,6.25,1.25
92857,8,8.75,7.75,1.75
92858,7.75,9,7.25,4
92859,7.5,9,8.5,4
92860,8,8.25,3.25,1.5
92861,7.5,9.5,7,4.5
92862,8.5,9.75,7.25,5.75
92863,8.25,9,7.25,2.5
92864,7.75,9.75,7.75,6.25
92865,7.25,9.25,6.5,2.75
92866,7.75,7.75,6.5,2.5
92867,7.75,9,4.25,2.75
92868,7.75,9.75,8,4.75
92870,7.5,9.5,7.75,4.5
92871,8.25,8.75,7.25,2.5
92872,6.5,8.25,5.75,3
92873,7.25,10,6.75,7.5
92874,7.25,9,5.25,1.5
92875,8,9.5,7.25,6.75
92876,7.5,10,6.5,4.75
92877,7.75,9.75,8.75,3
92878,7.75,9,5,5.5
92879,6.75,9.5,7.25,2
92880,7.75,8.75,8,2.25
92881,6.25,10,6.5,3.5
92882,6.75,8.5,6.5,5.75
92883,7,9.75,7,4.5
92884,7.75,9.5,7.75,3
92885,7.5,9.25,7,3.25
92886,6.75,8.25,4.25,3.25
92887,7.75,9.25,6,4
92888,7,10,8,3
92889,8,9.5,7.25,4.75
92890,8,8.25,6,2.25
92891,8,9.5,7.75,3.25
92892,7,9.5,7,6
92893,8.5,9.75,7.25,3
92894,8,9.75,8.25,3
92895,8.5,10,9,4
92896,7.75,9.5,8,5
92897,7.25,9.75,7.5,3
92898,8,9.75,7.5,5.75
92899,6.25,9,7.25,2.25
92900,6,8.75,6.25,2.25
92901,5.75,9.5,6.25,3
92902,8,9.5,8.25,3.5
92903,7.75,9.75,7.25,3.25
92904,8,9.25,7.75,5
92905,7.5,9,7,2.25
92906,6.25,10,5.25,6.5
92907,8.25,7.25,7.25,1.75
92908,7.5,8.5,8,3.25
92909,8.25,10,8.25,4.75
92910,7.5,9.75,5.25,4.5
92911,7.75,9.5,7,2.5
92912,6.5,9.25,6,4.75
92913,6.5,9.75,4.75,6
92914,7.75,10,6.5,6.75
92915,8.25,8.5,7.25,3.75
92916,7.5,9.25,6,2.75
92917,7.75,9.5,5.75,3.25
92918,8,10,6,7.75
92919,8.25,9.75,8,4.5
92920,7.5,9.5,6.5,4
92921,7,9.5,5,5
92922,8.5,8.75,5.25,3
92923,8.75,9.25,6.25,2.25
92924,7.75,8,7.25,1.75
92925,7.75,10,6.75,3
92926,7.25,7.5,8,2.75
92927,7.5,10,8,2.25
92928,7.5,7.5,7.25,1.5
92929,7,9.25,7.5,3
92930,7,9.75,7.75,5.25
92931,7.25,10,6.25,5.25
92932,7,8.5,7.25,2
92933,7.5,9.75,7.75,5
92934,8,9.5,7.5,3.75
92935,7.25,9.25,7.5,2
92936,7.5,9.5,7.75,3
92937,8,8.5,8,2
92938,7.5,9,8,3
92939,7,8.75,7,2.25
92940,6.75,9.5,7.5,5.5
92941,7.75,9.75,7.25,4
92942,7,8,5.75,3.25
92943,4.75,7,2.5,2.25
92944,8,9.25,7,3.25
92945,7,9.5,8.25,3.75
92946,8,8.25,6.75,2.5
92947,8,9.5,7,2.5
92948,7,7.5,6,2
92949,7.5,9.75,6.5,6.75
92950,8.75,10,8.75,6.5
92951,7,8.5,7,2.25
92953,7,9.5,6.75,4.25
92954,7.75,9.75,7.25,5.25
92955,7.75,8.75,7,3.25
92956,7.75,9.75,7,2.75
92957,8,9.75,6.5,2.25
92958,8,9,5.25,4.75
92959,8.5,9.75,8.25,5.25
92960,6.5,8.75,3,4.75
92961,7.75,9.5,8.75,4
92962,8,8.75,7.25,2.75
92963,8,10,8.75,4
92964,8,9.75,7.75,2.75
92965,7.25,9.25,4.25,4
92966,8.5,9.75,8.75,3.75
92967,8.5,9.5,8.5,3.25
92968,8,9.5,4.75,2.5
92969,8.25,10,7.75,4
92970,6.5,9.25,5.75,4.5
92971,8,9,7,2.5
92972,8,8,7.5,2
92973,7,9,5.25,4
92974,5.75,9.5,8.25,6.75
92975,7.75,9.25,7.25,6.25
92976,6.25,7.25,5.75,1.75
92977,6.25,10,7.75,5.5
92978,8.25,8.75,7.75,2.5
92979,7.75,8.5,4.5,3
92980,8,10,7.5,6.75
92981,8,9.75,8.25,5.5
92982,8,9.5,7,3
92983,7.75,9.5,8.5,5.5
92984,8,10,5,2.75
92985,8.75,9.75,8,2.5
92986,8.5,8.5,7.25,2.25
92987,8.5,9.5,6,4.75
92988,8.25,8.75,6.5,2.25
92989,8.5,10,7.75,6.5
92990,7.25,8.5,7,5.25
92991,5,7.5,6.75,1.75
92992,7,9.5,4.5,3.5
92993,5.5,9.5,5.75,3.25
92994,8,8.5,7.25,2.5
92995,7.25,9.5,6.5,3.75
92996,8,9.5,7.75,2
92997,7.75,9,6.75,2.5
92999,7.5,8.5,7.25,2
93000,6.75,10,8,6.25
93001,7.75,9.75,7.75,6.5
93002,6,9.25,4,4
93003,7.75,9.5,8.5,6.5
93004,7.5,8,7.25,4
93005,7.75,9.5,8.5,4.75
93006,7,8.75,7.75,2
93007,6.5,8.75,6,3.75
93008,7.25,9,7.25,1.5
93009,7.75,9.75,6,3.75
93010,7.5,10,8,1.5
93011,7.25,9,6,2.75
93013,7.25,9,5,5.5
93014,8.25,10,7.25,2.75
93015,6.75,7.5,6.5,2.25
93016,7,8.25,6.25,4.5
93017,7.5,9.75,8.5,4.5
93018,6.5,9,8,2.75
93020,7.5,9.5,7,2.5
93021,7.75,8,7,1.5
93022,7.25,8.75,6,2.5
93023,8,9.75,8.75,3.75
93024,8.75,9.75,7.25,3
93025,8.5,9.25,7.75,2.25
93026,7,8.75,5.25,3.5
93027,7.25,9.5,6,3.25
93028,8,8.75,6.5,1.75
93029,7.75,9,5.75,2.75
93030,8.25,9.75,7.25,3.5
93031,8.5,9.25,8,4
93032,7.75,10,7.75,4.25
93033,7.75,9.75,5.25,4
93034,6.25,9,5.75,2.5
93035,7.5,8.75,7.25,3.25
93036,7,8.75,7,3
93037,8.25,9,6.75,3
93038,6.75,9.5,6.75,3.25
93039,7.25,9,7,4
93040,7.25,9.25,6.75,3.25
93041,7.75,9.5,8.5,7.5
93042,7.5,9.75,6.75,6
93043,7.75,9.75,8.75,3.5
93044,7.75,9,5.5,3.5
93045,7,9.75,3.5,2.75
93046,6,8.75,4,3
93047,7,9.25,6.75,5
93048,7.25,8,6.25,5.75
93049,8.5,9,6.5,4.5
93050,7.5,7.75,7,1.5
93051,7.25,8.25,7.25,2
93052,7,6.75,7.25,2
93053,7.25,9.5,8.5,4
93054,8.75,9.75,6.5,4
93055,8,9.5,6.75,3.5
93057,8,8.5,6.75,3
93058,8.25,8.5,7.5,3.5
93059,7,8.5,5.75,2.75
93060,6.5,8.75,3.75,2.25
93061,8.5,9.75,7.5,4.25
93062,8.25,9.5,7.25,1.75
93063,7.25,9.25,8,3.25
93064,7.75,10,6.75,5
93065,7.25,9,6.5,2.25
93066,8.5,9.5,7.75,4
93067,8,9.25,6.5,3
93068,7.25,8.75,6.5,2
93069,7.25,10,7.25,2.75
93070,6.75,7.75,7,2.25
93071,6,9.75,7.75,5.25
93072,7.5,9.75,8.25,4.5
93073,7.25,9.25,7,2.5
93074,8,10,7.75,4
93076,8.75,9.75,7,4.5
93077,8.25,10,8,5.25
93078,6.5,9.5,7.5,4.25
93079,8.25,9,7.5,2.25
93080,8.25,9.75,7.25,5.25
93081,5.75,8.75,7.25,6.5
93082,8.25,10,6.5,8.5
93083,8.25,10,9,4.5
93084,7,5,6,1.5
93085,8.25,7,7.5,6
93086,7.5,7.75,6.75,4.25
93087,8.5,9.5,8.25,7
93088,8.5,9.75,8,9
93089,8,9.75,8.75,6.5
93090,8.75,10,8.75,8
93091,7.5,8,6.75,8.75
93092,8,8.5,7.25,6.5
93093,7.75,8,8,6.75
93094,8.5,8,7.5,2.5
93095,6.25,6.5,3.25,3.5
93096,7.75,6.5,7.25,3
93097,8.25,7,6,1.75
93098,6.25,6.25,6.25,1
93099,7.5,7.5,5,2
93100,7.25,8.5,6,4
93101,8,7,7.5,4
93102,8,9.5,8.75,9.75
93103,6.5,9.5,7.75,3.5
93104,8,7.25,7.25,3.5
93105,7,9,8.5,7.5
93106,6,7.75,5,5.5
93107,6,7.25,7.25,4.25
93108,6.25,7.75,6.25,5.25
93109,7.75,9.5,8.5,6.5
93110,8,8.75,7.75,2.5
93111,7.25,7.75,4.5,1.5
93112,7.25,7.25,6.75,1.5
93113,6.25,4.75,5.25,4
93114,7.25,8.5,7.5,9.5
93115,6.5,8.75,6.25,1.5
93116,8,8.75,8.75,5
93117,7.25,7.25,7.25,1.5
93118,7,9.5,7.5,4.25
93119,7.5,9.5,7.75,3.25
93120,8,9.25,6.5,4
93122,7.5,7.75,6.25,2.5
93124,7.75,9.5,8,3.75
93125,7.75,9,7,5.25
93126,8.25,9.75,8,6.5
93127,8.25,7,7,2.75
93128,8.5,7.5,6.75,4.75
93129,8,8.5,7.75,1.5
93130,8,9.75,8.5,8.25
93131,8,8,7,1.5
93132,8,9,7.75,7.5
93133,8,9.25,8,6.5
93134,8.5,8.5,7.25,1
93135,7.75,7.25,6,2.25
93136,7.5,8.5,7.5,2
93137,8.25,8.5,7.5,4.5
93138,8,7.75,8,5.75
93139,7.25,3.75,3.75,1
93140,7.75,8.75,7,8
93141,8,9.5,7.25,4.5
93142,7.5,5,6.75,7.5
93143,8.5,8.75,6.5,5.5
93144,8.75,9,7.25,5.25
93145,8,8.75,6,4
93146,7.25,8,7.25,1.25
93148,8,8.5,7,9.25
93149,7.5,8,7,5
93150,6.75,9,7.25,4.5
93151,7.75,9.25,7.25,4.75
93152,7.5,7.25,8,7
93153,7.5,9.25,8.5,8.75
93154,6.25,7.75,6.5,5.75
93155,7.25,9.25,7.25,3.5
93156,6.5,6.75,7.25,2.5
93157,7.5,8.5,8.75,6.75
93158,8.5,9,7.75,7.5
93159,7,8.25,7.75,5
93160,7.5,8.5,6.25,1.5
93161,7.25,8.25,8.25,8.25
93162,8,8.5,7.5,7.75
93163,7.5,9.25,7.75,4
93164,8.25,9,8.25,6
93165,7.75,9.25,7.75,5
93166,7.75,9,8.5,3.75
93167,6,4,6.75,2.5
93168,6.75,9.5,9.25,8.5
93169,6.75,9.25,5.75,8.75
93170,7,7.5,8,5
93171,5.75,4.5,3.25,1
93172,7.5,5.75,6.75,1.5
93173,6.75,8.75,6.75,2.5
93174,8,8,8,2.5
93175,7.75,9.75,7,6.5
93176,6.5,7.5,8.25,6.5
93177,8,9,8,8.75
93178,8.25,9.25,8.25,5
93179,8,9.5,8.5,7.5
93180,6.75,9.5,8.5,9.5
93181,7.75,8.5,5.75,2.5
93182,7.25,8.5,6.5,4.5
93183,6.75,8.75,8,9.5
93184,7,7.5,7.5,3.75
93185,7.5,9.75,8.5,9.75
93186,7.5,8.75,7,4.25
93187,5.5,8.25,7.5,9.75
93188,7.5,8,7,3.75
93189,7.75,8.75,8.25,8.75
93190,7.75,10,6,5
93191,7.75,9.75,8,4.75
93192,7.5,7.75,6,5.25
93193,8,8.75,7.75,3.25
93194,8.25,9.25,8,2.25
93195,7.75,7.5,7,2.25
93196,7.75,8,8,5.5
93197,8,7.75,7.75,8.5
93198,7,7.25,6.75,3.5
93201,8.75,8.25,6,2.75
93202,8,9.5,8.25,1.75
93203,8,9.25,7,5.5
93204,8,9.5,8.5,3.75
93205,7.75,7.75,8.75,5.5
93206,7,9.75,8.75,7.5
93207,7.25,5.25,6.5,2.25
93208,8,9,8.75,3.75
93209,7.75,9.25,8.5,2
93210,5.75,9.75,8.5,8.5
93211,6.75,3,4.25,2.75
93212,7.75,9.25,7.25,8
93213,8,8.75,8.5,4.75
93214,8.25,8,5.5,4.75
93215,8,9.5,8.5,9
93216,8,8.5,8.75,7.25
93217,6.25,8.25,6,8.25
93218,6.5,9.25,8.5,6.5
93219,6.75,8.5,7.25,6
93220,7.25,7.25,8.5,2
93221,7.75,9,8,6.25
93222,7.5,9.75,7,6.25
93223,8,9,8.5,7.5
93224,6.75,7.75,7.25,1.25
93225,8,7.5,5.5,2.75
93226,7,9.25,8,5
93227,7,9,7.75,6.5
93228,8.5,10,8.75,7.5
93229,7,9.25,7,5.75
93230,5.5,9.5,8.75,6
93232,7.25,9.25,7.25,2.75
93233,6.75,7.5,7.5,7
93234,6.75,7.75,8,4.75
93235,7.75,7.25,6.75,1.75
93236,7.25,8.25,6.75,3
93237,6.25,8.25,7.25,6.75
93238,5.5,9,6.75,6
93239,6.25,8,7.5,8
93240,7.25,8.5,8,5.5
93241,7.25,9,7,4.5
93242,8.5,9.5,5.25,1.5
93243,6.25,8.75,8.5,9.25
93244,7.25,8.5,7.5,3.5
93245,7.5,9.25,9,8.25
93246,6.75,7,8.75,8.25
93247,8,9,8.75,4.5
93248,7.75,8.5,8.75,8.25
93249,6.75,6.5,8.5,6.5
93250,6.75,7,7.25,2
93251,8.5,9.25,8,4.25
93252,8.25,9.75,8,3.25
93253,7.75,8.75,6.5,6.75
93254,7,5.5,7.5,5.25
93255,7,8.75,7.5,3
93256,7,9.75,8.5,3.25
93257,6.75,9.75,7.75,4
93258,6.75,8.75,7.5,6.5
93259,7.5,8.5,4.75,5.5
93260,6,6.75,5.25,6
93261,7.75,9.25,7,5.75
93262,7.5,8,7,6
93263,7.75,9.75,8.75,6
93264,8.5,9.25,8.25,6.25
93265,7.5,8,6,2.5
93267,7.5,8.25,6.5,3.75
93268,7.25,8,6.5,6
93269,8.75,9,8.75,7.75
93270,8,6,7,3
93271,8.5,9.5,8,8.25
93272,7,8.5,7.5,5
93273,7.75,8.25,5.75,7.5
93274,7.5,9.5,8,8.5
93275,7.25,8.25,5,2.25
93276,6.75,3,4.25,6.25
93277,8,8.5,8.25,3.25
93278,6.5,6.5,5.25,3.25
93279,6.25,5.25,6,1.5
93280,7.75,7.5,7,2.75
93281,7.5,9.5,6.75,9.5
93282,8,9,7.5,7
93283,7.75,9.5,7.5,9
93284,8.25,9.5,8.25,5.5
93285,8,7.5,8,3.75
93286,8.5,9.75,8.75,8.5
93287,9,9.25,8.5,2.75
93288,9,8.5,8.5,8.25
93289,8,7.25,5.5,6
93290,8.25,8.5,7.75,3.25
93291,7.5,6.75,6,1.75
93292,7.25,7.25,8,4
93293,6.75,8.75,7.75,9
93294,7.75,8.75,8.5,4
93295,7.75,9.75,8.5,6.25
93296,7.5,6.75,6.25,3
93297,8,9.5,8,8
93298,7.25,8.25,7.5,4.5
93299,7.5,8,7.75,3
93300,7,7.5,5.5,0.75
93301,7.5,5.5,7.25,1.75
93302,7,9.25,8.25,9.75
93303,7.5,8.5,8,4
93304,6,10,8.5,7.5
93305,7.25,7.75,5.75,3.75
93306,6.5,9.75,7.75,8.75
93307,7.5,9.75,7.5,8.75
93308,6.5,8.5,6.5,6.25
93309,6.25,8.25,6.5,7
93310,8,9,7.5,5.25
93311,7.5,9.5,7,6.25
93312,7.75,8.75,8.75,7
93313,8,8.5,7,5.5
93314,5.5,5.5,4,1.75
93315,7.25,8.25,6.5,2.25
93316,7.25,9,8.75,8
93317,7.25,9.5,8,7
93318,7.75,9.75,7.75,5.5
93319,6.75,9.75,8.5,7.25
93320,8,8.5,6.5,3.75
93321,6.75,8.5,9.25,9
93322,7.75,8,8.75,7
93323,8,8.5,6.5,4.25
93324,8.75,7,7.75,6.25
93325,7.75,9.25,8.75,7
93326,6.75,9.5,7.5,1.75
93327,7.75,8.5,7.25,1.5
93328,7.25,8.25,7.75,8
93329,7,9.5,7,5.25
93330,7.5,8.75,8.5,6.5
93331,6.5,6.5,7.25,5.5
93332,7,7.75,8.5,4
93333,7,9,7.75,4
93334,7.5,9.75,8,7.75
93335,8,8.25,8,3.25
93336,8.25,9.25,8.5,8
93337,7.5,9.25,7,2.25
93338,8.75,9.5,7.25,4
93339,6,7.5,3.75,4.5
93340,7.75,9.5,8.25,7.75
93341,8,8.75,8.5,7.75
93342,8.25,9.75,8.75,8.75
93343,7.75,9,8.75,5
93344,6.5,10,7,8.25
93345,6.5,9.25,7.5,8.5
93346,7.25,9.25,8,8.5
93347,8.25,8.25,9.5,7.5
93348,6,8,5.75,6
93349,7.25,7.25,8,5.5
93350,7.75,9.25,7.5,3
93351,7.5,7.75,5.75,2.25
93352,6.25,6.75,7.5,2.25
93353,6,8.5,8.5,6.75
93354,7.75,9,7.75,6.75
93355,7.75,8.25,8,8
93356,7,4.25,4.5,3.25
93357,7.25,9.5,8,7.25
93358,7.5,9.25,8,7.5
93359,6.25,8.25,6.25,1.5
93361,8,8.25,8,7.75
93362,7.75,8.75,7,6.25
93363,6.75,9.75,8.5,9.5
93365,8,9.25,7,6.25
93366,7.25,9,7.75,7.5
93367,8,7.25,6.75,9.5
93368,7.5,8.5,7.5,2.75
93369,7.5,9,8,2.25
93370,7.25,7.75,6.75,8
93371,6.5,8.25,8.5,10
93372,7.25,8,8.5,1.5
93373,7.75,8.75,8.75,6
93374,6.75,9,6.75,5.25
93375,8.25,9.5,8.25,8.75
93376,7,7.75,7.75,3
93378,7,7.25,5.25,6.25
93379,7.25,7.5,6.5,4.75
93380,7.5,8.5,7.75,4.5
93381,7.5,8,8.75,3
93382,7.25,9.25,7,2.25
93383,7.5,6.25,6.75,1.75
93384,7,7.75,5.5,4.25
93385,6.75,9.25,8.25,5.75
93386,7.5,9,8.5,6.25
93387,7.75,7,5,4
93388,7.5,8.25,8.25,2
93389,8.25,8.75,7,1.75
93390,8,6.25,4.75,7.5
93391,7.5,8.25,8.75,9
93392,7.25,9.25,8.25,8.75
93393,7.75,8.25,8.25,8.25
93394,7.75,8.5,8.25,9
93395,6.75,7.5,5.75,5.5
93396,7.25,8,8,3
93397,8,9.5,6,6.5
93398,7,9.75,8.75,10
93399,7.75,9.75,8.25,3.5
93400,7.75,8,8,3.75
93401,7.75,6.75,8.25,5.25
93402,7.25,9.25,8,7.5
93403,8,9.75,6.75,8
93404,7.75,9.5,8.75,6.25
93405,8.25,8.75,7,4.5
93406,7.25,6.75,9,6.25
93407,6.25,6.75,7.5,3.5
93408,7.25,8.25,8,4.5
93409,6,7.5,6.5,3.5
93410,7.25,7.5,7.5,5.75
93411,6.75,7.75,6.5,4
93412,7.25,7,7,2.25
93413,6.75,6.25,3.25,2.5
93414,7.5,10,8.75,6.75
93415,7,8.25,8.5,7
93416,8,8.75,8,0.75
93417,6.75,5.75,7.5,0.5
93418,6.25,6.5,7.5,5.75
93419,7.75,9.75,8.5,6.25
93420,7.75,9.5,8.75,4
93421,8,7.75,5.75,3.5
93422,7.25,7.5,8.75,3.75
93423,8,7.5,8,0.5
93424,6.5,7.75,4.5,1.25
93425,6.75,7.25,6.75,7.5
93426,8,9.5,8,6.5
93427,7,9,6.25,2.25
93428,7.75,9.75,8.75,8
93429,6,9.75,9.25,5.75
93430,5.5,5.25,3.75,1.5
93431,6.5,10,8,8.75
93432,7.25,7.5,7.25,8.75
93433,7.75,8,8,7
93434,8,6.25,7.5,6.25
93435,7,5.25,7,8
93436,7,8.5,6.75,4.25
93437,8,6.75,8,4.25
93438,7.25,9.25,7,3
93439,7,8.5,6.75,4.25
93440,6.75,6.5,8,4
93441,6.75,8.5,8.5,5.75
93442,8,8.5,7.5,2.25
93443,8.5,9.25,7.5,5.5
93444,6.25,8.25,7.5,5.25
93445,7.25,9.5,7,5.5
