"sbd","van","ngoaingu","toan","chuyen"
96147,7.75,3.75,4.75,1.5
96148,7.75,6,6,3.75
96149,7.5,8.75,6.25,6.5
96151,8,8.25,4,2
96152,8,7.5,8,3
96153,7.75,7.25,6.75,2.75
96154,8,9.5,7.75,7.75
96155,8,8,7,3
96156,8.5,9.75,9.25,5
96157,8.25,8.75,8,7.25
96158,7.75,9,6.5,4.5
96159,8.25,7.25,8,3.75
96160,7.5,6.5,8.25,5.25
96161,7.5,8,8.75,6.5
96162,8.25,5.25,5.5,1.75
96163,7.5,8,6.25,4
96164,7.5,9.75,8,6.5
96165,7,8,7,5.75
96166,6.5,7.75,6.75,1.5
96167,6.25,8,8.5,4.75
96168,7.5,8.25,6.5,5.5
96169,7.5,8,7.5,5.75
96170,7.75,7.75,7.5,3
96171,7.25,6,5.25,1.25
96172,7.75,8.5,5.25,4.75
96173,8,9,7.75,9
96174,7.25,8.5,6.25,4.25
96175,8.5,9,8.5,5.75
96176,7.25,8.75,8,9.5
96177,7.75,9,7,6.25
96178,8,10,8.75,6.75
96179,6.75,8.75,7.5,4.75
96180,5.75,6.25,4.5,1.75
96181,8,7.75,7.75,4.5
96182,7.25,9,6.75,4.25
96183,8.5,7.75,7.25,6.25
96184,7.75,7,8.75,5.75
96185,7,8.5,8,8.5
96186,7.75,8.5,5.75,4.5
96188,6.25,6.75,7.5,5
96189,8,9,9.25,6
96190,6.75,6.25,5,5.25
96191,7,8,8.25,4.5
96192,8,9,6,5.75
96193,6.75,10,6.5,6.75
96194,7.75,9.25,7.25,5.75
96195,5.75,7.5,7,5.5
96196,7.5,9.5,5.25,6
96197,5.75,8,8,6.25
96198,7.25,9.25,4.75,1.5
96199,7,9.25,8.5,3.75
96200,7.75,8.75,8.5,6.5
96201,7,9.5,7,6.5
96202,6.5,9,7.5,8
96203,7.25,7.75,8.75,6.5
96204,7.5,6.25,4.25,1.5
96205,7.5,7.5,5.75,1.5
96206,8.25,6.25,8.5,4.5
96207,6.25,8.5,7.5,3.5
96208,7,9.75,7.75,5.25
96209,6,7.5,7.25,6
96210,5.75,8.5,7,6
96211,5.5,8.75,5.5,5.25
96212,7,9.5,8.5,7
96213,8,5.75,8.25,2.75
96214,7.25,10,6.25,7
96215,7.5,8.75,7.5,8
96216,8.75,7.25,7.25,6.25
96217,8,9.25,8,4.25
96218,8.75,9.25,6.5,3.25
96219,8,9,8,2.75
96220,8.5,9.75,7.5,4
96221,7.5,9.25,6.75,8
96222,8,8.75,8.25,4.25
96223,8.5,9.25,8.5,5.75
96224,8,9,7,1.75
96225,8,9.75,7.75,5
96226,8,7.5,5.5,3.75
96227,8,9.5,8.25,4.25
96228,7.5,8.25,6.25,5.25
96230,7,9,8.5,1
96232,8.25,8.75,7,1
96233,8,7,6.5,1.25
96236,7.5,9,7.25,0.5
96237,8.5,9,7,0.75
96238,7.5,9.5,8.75,0.75
96239,7.5,8.75,9.25,5
96240,8.5,9.25,7.75,1
96241,7.75,9,9.5,2.5
96242,8.25,8.5,8.5,1.25
96243,8.5,9,7.5,2.5
96244,6.5,7.75,6,1
96245,7,7,8,1.5
96246,7.75,9.25,8.75,2.75
96248,7.75,8.75,8.75,1
96249,8,9.25,8,2
96250,7.75,9,7.75,3
96252,7.25,8.75,7.25,0.5
96254,7.5,8.5,7.25,1.25
96255,7.75,9.5,8.25,4.5
96256,7,8.5,9,1
96257,8.25,8.5,7.75,1.5
96258,6.75,8.5,8,4
96259,7.75,9.5,7.5,3
96260,7.25,8.75,8.5,2
96261,7.25,9,8.5,1
96262,7.25,7.5,6.75,2.5
96263,7.5,9,7.75,0.5
96264,6.5,8.75,6,0.25
96265,7.25,7.5,9,2.25
96266,6.75,10,8,4.75
96268,7.5,9,8,1.25
96270,7.25,8.25,8.75,2.5
96272,6.75,8.75,8,1
96273,8.25,9.5,7.5,3.25
96274,9,8,8,2
96275,8.25,9.75,6.75,0.75
96276,8.25,9.75,8,4.5
96277,7,8,8,1
96280,8.25,5.75,7,0.25
96281,6.75,8.25,8.25,0.5
96282,5.5,5.5,7,1
96283,7.5,8.75,8.75,1
96284,7.75,8.5,9.25,3
96285,6.75,7.5,7,2.25
96286,8,9.5,8,1
96287,7.5,7.5,8,0.5
96288,8.5,9.25,7.75,1
96289,7.75,8.75,8.5,2.25
96290,7.25,9.75,8.25,2
96291,8,10,9.25,2.25
96292,8,8.25,8,1.25
96293,7.75,9.75,7.75,0.5
96294,7.75,9,7.75,5.75
96295,8.25,9.25,8,0.75
96296,7,8.25,8,2.75
96298,7.75,7,7.75,1
96299,6.75,9,8,1
96301,7.5,8.75,7.75,4
96302,7.5,9.5,8.75,4.25
96303,7.75,8,7.25,1.5
96305,8.25,8.25,7.75,0.5
96308,7.5,9.5,7,2
96309,8.25,9.25,9.5,2.75
96310,7.5,8.25,8.5,1.75
96311,7.5,8.5,7.25,1
96312,8.25,10,8.75,1.5
96313,7.75,8.75,8.75,2
96314,8.5,9,7.75,1
96315,7.5,10,8.75,4.25
96316,7.75,8.5,7,0.5
96317,8,8.5,8.25,3.25
96318,8,10,8,4
96319,7,7.75,8.25,1.25
96320,7.25,6.5,7,2.5
96321,7.25,8.75,7.25,0.25
96323,8,9.25,8,1.5
96325,7,9,7,0.75
96326,7,9.25,7.75,3.75
96327,8,7.75,7.5,2
96329,7.5,8,8,0.75
96330,7.75,9.25,8.5,1
96333,8.25,9.25,8.25,1
96334,8.5,9.25,8.5,1
96335,8.25,9.75,8.75,2
96336,8.25,9.5,9.25,5.5
96338,8,9.25,8.75,3
96339,7.75,9,8.5,3.5
96340,8.25,9,8,1.5
96341,8.5,9.5,7.5,0.25
96342,8,9.25,9,6.25
96343,7,9,8.25,0.75
96344,7.5,9.25,8.75,0.75
96345,6,8.25,7.25,3
96346,7.75,9.25,7.5,2.75
96347,8.5,6.75,7.5,0.25
96348,7.5,8.75,8.75,2.25
96349,8.75,9.5,7.75,0.5
96351,7.5,8,8,7.25
96352,7,5.75,4,4
96353,6.75,8.25,6,5.25
96354,7.25,9,7,6.25
96355,7.25,8.75,4.75,5.5
96356,7.5,9,6.75,6.5
96357,8.5,8.25,4,7.5
96358,8.75,9,7,6.75
96359,8.5,9.25,7.25,6
96360,8.25,8.75,7.25,6
96361,8.5,9.25,7.25,6.25
96362,7.25,8.25,4,5.25
96363,8.5,9,7.5,6
96364,8,7.25,4.25,6
96365,8,9.5,7.5,7
96366,8.5,7.5,5.75,7
96367,7.25,9.75,3.5,7
96368,7.75,7.25,4.5,4.75
96369,8.25,8,5,6.25
96370,8.75,8.5,5,7.5
96371,8,8.25,6,5
96372,8.25,8.75,7,6.25
96373,8.25,8.25,7.25,7
96374,8.5,7,7.25,7.5
96375,5.75,7.25,6,3.75
96376,7.75,9,7.5,6.75
96377,8.25,7.75,6.25,4.75
96378,8,6,4.75,5.25
96379,7.75,8.75,8,4.5
96380,8.25,8.5,7,4.5
96381,7.75,8.75,5.5,7.5
96382,7.25,7,6.5,3.75
96383,7.5,5,4,4.25
96384,8,4.75,2,4.5
96385,7.75,8.25,5.75,4
96386,7.25,4.75,4.5,6
96387,7.5,8.5,8,5.5
96388,7,9.25,7.75,4.5
96389,8,8.25,6,6.5
96390,8.5,9.25,7.25,5.5
96391,6.25,6.5,4.5,6
96392,8.25,6,3.25,5.5
96393,8,9.25,5.5,6.5
96394,8.25,7.5,6.75,6
96395,7.25,8.5,5,5.5
96396,7.75,8,2.5,4.5
96397,7.75,6.5,6.25,6
96398,8.75,8.25,6.5,7.5
96399,8,7.25,6.75,5.25
96400,7.75,7,5,5.5
96401,7.25,7.25,7,3.5
96402,8.5,7.5,6,5.75
96403,7.5,7.75,6,6
96404,7.25,5.75,7.25,4
96405,8.25,9.25,7.25,5.75
96406,7.25,9,6.25,6.75
96407,7.75,8.75,6.75,5
96408,6.75,6.5,4,5
96409,7.25,7.25,5.5,4.5
96410,9,10,8.25,6
96411,8.25,6.5,5.25,5
96412,8.25,10,7,6.25
96413,7.5,7.25,4.75,4
96414,7.25,8.25,6,3.75
96415,6.75,4.25,3.5,4
96416,7.5,8.25,3,5.5
96417,7.25,9.25,7,5
96418,7.75,6.25,4.5,5
96419,6.75,7.75,2,4
96420,6,9,6,4
96421,7.5,8,5,4.25
96422,7,8,5.75,4.25
96423,7.5,8,5.25,4.25
96424,8.25,8,7.25,4.5
96425,7.75,8.25,7,6
96426,7.75,8.25,6,6.5
96427,7.75,8.75,7.25,7.5
96428,7.25,9,6,6.5
96429,8.75,8.5,7.25,7
96430,8,9.75,8,7
96431,6.75,8.5,7.25,7
96432,7.75,6.25,6.5,4.75
96433,7.25,9,6.25,4.5
96434,6,7.5,6,4.5
96435,8.5,8,5.5,6
96436,8.5,9.25,6,6.5
96437,7.75,8.25,6.5,6.5
96438,7.75,9,7.25,6.25
96439,6.5,5.25,6,1.5
96440,7.25,8.5,7,2.5
96441,7.75,8.75,6.25,6.25
96442,8.75,8.5,6.25,6.75
96443,7.25,7.5,5,5.5
96444,7.75,8.75,6,5
96445,8,7.75,7.25,5.5
96446,7.75,9,8,5
96447,7,5,6,3.5
96448,8,8,7.25,4.75
96449,8.25,10,8,6.5
96450,8,8.75,7.75,2.25
96451,8,9.75,8,5
96452,8,9.25,7,3.5
96453,8.25,9.5,7.25,5.25
96454,8,9,7.75,2.25
96455,8,9,7.75,0.25
96456,7.25,10,8,3.25
96457,7.25,8.5,6.75,5
96458,7.5,7,6.75,6
96459,7.25,9,5.25,0.5
96460,7,10,7.25,6.25
96462,8.75,9.25,8.75,9.25
96463,8,8.5,8,8.25
96464,7.75,9.25,5.75,2
96465,8.75,9,7.5,2.75
96466,9,6,7.25,3.25
96467,8.75,8,5,2.75
96468,8,9,8,5.75
96469,7.5,9.25,7.25,6
96470,7.5,8.5,5.5,2
96471,7.75,8.5,7.25,4.5
96473,7.75,9.25,8.5,5.75
96474,8.25,9.25,5.5,5
96475,7,9.5,5.75,3.25
96476,8,8.5,6.5,5.5
